content,bank,nouns,keywords,vader_compound,tb_polarity,tb_subjectivity,sentiment
"I appreciate how secure this app feels. Every transaction comes with confirmation, and I always get alerts immediately.",Dashen Bank,"['secure', 'feels', 'transaction', 'confirmation', 'alerts']","['appreciate', 'how', 'secure', 'feels', 'every', 'transaction', 'comes', 'with', 'confirmation', 'always', 'get', 'alerts', 'immediately']",0.6249,0.4,0.6,positive
I love the new dark theme it gives the app modern feel n make it more comfortable to use,Dashen Bank,"['theme', 'feel']","['love', 'new', 'dark', 'theme', 'gives', 'modern', 'feel', 'make', 'more', 'comfortable', 'use']",0.8313,0.2643939393939394,0.5090909090909091,positive
"This is amazing app, as it name ,truly supper.",Dashen Bank,['name'],"['amazing', 'name', 'truly', 'supper']",0.7717,0.6000000000000001,0.9,positive
This is one of the most user friendly and impressive apps I have encountered in the banking sector,Dashen Bank,"['apps', 'banking', 'sector']","['one', 'most', 'user', 'friendly', 'impressive', 'apps', 'have', 'encountered', 'banking', 'sector']",0.7769,0.625,0.6666666666666666,positive
"Amazing UI and UX, the dark mode looks absolutely awesome!",Dashen Bank,"['amazing', 'mode']","['amazing', 'dark', 'mode', 'looks', 'absolutely', 'awesome']",0.8585,0.4833333333333334,0.7666666666666666,positive
The updated design looks amazing. I really appreciate being able to switch between dark and light mode it’s a small change that makes a big difference!,Dashen Bank,"['design', 'mode', 'change', 'difference']","['updated', 'design', 'looks', 'amazing', 'really', 'appreciate', 'being', 'able', 'switch', 'between', 'dark', 'light', 'mode', 'small', 'change', 'makes', 'big', 'difference']",0.7955,0.18571428571428575,0.47500000000000003,positive
Astonishing interface with ease of access and complete performance,Dashen Bank,"['interface', 'ease', 'access', 'performance']","['astonishing', 'interface', 'with', 'ease', 'access', 'complete', 'performance']",0.3612,0.3,0.7,positive
"I rarely leave reviews, but this app truly deserves one. It’s efficient, secure, and makes financial tasks effortless. Definitely a 5-star experience",Dashen Bank,"['reviews', 'truly', 'efficient', 'secure', 'tasks', 'effortless', 'experience']","['rarely', 'leave', 'reviews', 'truly', 'deserves', 'one', 'efficient', 'secure', 'makes', 'financial', 'tasks', 'effortless', 'definitely', 'star', 'experience']",0.9357,0.175,0.5,positive
stunning UI with reliable service!,Dashen Bank,['service'],"['stunning', 'with', 'reliable', 'service']",0.4389,0.625,1.0,positive
"Finally, banking made simple! Everything I need is in one super app. A true game changer for managing my finances on the go.",Dashen Bank,"['everything', 'super', 'game', 'changer', 'finances']","['finally', 'banking', 'made', 'simple', 'everything', 'need', 'one', 'super', 'true', 'game', 'changer', 'for', 'managing', 'finances']",0.7901,0.056666666666666664,0.6147619047619047,positive
it is the worst app ever istg 🤮🤮🤮,Dashen Bank,['🤮🤮🤮'],"['worst', 'ever', 'istg']",-0.6249,-1.0,1.0,negative
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.",Dashen Bank,"['dashen', 'bank', 'super', 'easy', 'everything', 'place']","['dashen', 'bank', 'super', 'incredibly', 'convenient', 'easy', 'use', 'fast', 'reliable', 'great', 'manage', 'everything', 'one', 'place']",0.9094,0.5533333333333333,0.75,positive
viry good,Dashen Bank,"['viry', 'good']","['viry', 'good']",0.4404,0.7,0.6000000000000001,positive
good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
"it's seems to have some improvements, I don't know what's going on with this app sometimes get collapseed. This is not expected from Dashen bank, which is amongst from famous and greatest banks.",Dashen Bank,"['improvements', 'collapseed', 'dashen', 'bank', 'banks']","['seems', 'have', 'some', 'improvements', 'don', 'know', 'what', 'going', 'with', 'sometimes', 'get', 'collapseed', 'not', 'expected', 'from', 'dashen', 'bank', 'which', 'amongst', 'from', 'famous', 'greatest', 'banks']",0.7579,0.5166666666666667,0.7999999999999999,positive
very interesting,Dashen Bank,[],['interesting'],0.4576,0.65,0.65,positive
what your emplyees tell as about the app when they came to our store and what actually the app is different,Dashen Bank,"['emplyees', 'store']","['what', 'your', 'emplyees', 'tell', 'about', 'when', 'came', 'our', 'store', 'what', 'actually', 'different']",0.0,0.0,0.35,neutral
Excellent promotion,Dashen Bank,['promotion'],"['excellent', 'promotion']",0.5719,1.0,1.0,positive
very nise good,Dashen Bank,[],"['nise', 'good']",0.4902,0.44999999999999996,0.45000000000000007,positive
app is too slow not opening fast,Dashen Bank,[],"['too', 'slow', 'not', 'opening', 'fast']",0.0,-0.05000000000000002,0.5,neutral
Nice app,Dashen Bank,['nice'],['nice'],0.4215,0.6,1.0,positive
"This might be the worst banking app I've ever used I dont know why kind of bug it is but suddenly the apps stops working it says ""Temporarily unavailable"" for a simple feature like viewing account balance and in person visit was no help it took them longer than 2 hours to fix it and even after that 2 weeks later the same problem just because of this I'm going to stop using the bank altogether which is a shame because it's a decent bank",Dashen Bank,"['banking', 'kind', 'bug', 'apps', 'temporarily', 'feature', 'account', 'balance', 'person', 'visit', 'help', 'hours', 'weeks', 'problem', 'bank', 'shame', 'bank']","['might', 'worst', 'banking', 'ever', 'used', 'dont', 'know', 'why', 'kind', 'bug', 'suddenly', 'apps', 'stops', 'working', 'says', 'temporarily', 'unavailable', 'for', 'simple', 'feature', 'like', 'viewing', 'account', 'balance', 'person', 'visit', 'help', 'took', 'them', 'longer', 'than', 'hours', 'fix', 'even', 'after', 'weeks', 'later', 'same', 'problem', 'just', 'because', 'going', 'stop', 'using', 'bank', 'altogether', 'which', 'shame', 'because', 'decent', 'bank']",-0.8735,-0.03333333333333334,0.5069727891156462,negative
"Before the recent update, this app was great. Now, the home page is cluttered with promotions and banners, which really hurts the experience. I think the app stopped being banking app and started only to promote b/c 95% of the app is only ads, also full of bugs",Dashen Bank,"['update', 'home', 'page', 'promotions', 'banners', 'experience', 'ads', 'bugs']","['before', 'recent', 'update', 'great', 'now', 'home', 'page', 'cluttered', 'with', 'promotions', 'banners', 'which', 'really', 'hurts', 'experience', 'think', 'stopped', 'being', 'banking', 'started', 'only', 'promote', 'only', 'ads', 'also', 'full', 'bugs']",0.3415,0.225,0.625,positive
it's too slow,Dashen Bank,[],"['too', 'slow']",0.0,-0.30000000000000004,0.39999999999999997,neutral
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.",Dashen Bank,"['version', 'balance', 'money', 'anything', 'service']","['just', 'updated', 'latest', 'version', 'couldn', 'even', 'see', 'balance', 'send', 'money', 'anything', 'says', 'service', 'unavailable', 'will', 'fixed', 'soon']",0.0,0.3,0.55,neutral
ብዙ ነጉር ይቀረዋል ወደ አፑ ስገባ በጣም ይዘገያል ባጭሩ ቀርፋፋ ነው,Dashen Bank,"['ነጉር', 'ይቀረዋል', 'ስገባ', 'ይዘገያል', 'ባጭሩ', 'ቀርፋፋ']","['ነጉር', 'ይቀረዋል', 'ስገባ', 'ይዘገያል', 'ባጭሩ', 'ቀርፋፋ']",0.0,0.0,0.0,neutral
wow dashen bank,Dashen Bank,"['wow', 'bank']","['wow', 'dashen', 'bank']",0.5859,0.1,1.0,positive
Amazing,Dashen Bank,[],['amazing'],0.5859,0.6000000000000001,0.9,positive
its supper,Dashen Bank,['supper'],"['its', 'supper']",0.0,0.0,0.0,neutral
Good,Dashen Bank,[],['good'],0.4404,0.7,0.6000000000000001,positive
it has improved very much lately its working more and getting better but yet it is not fully fixed some time at night it doesn't work..i think the problem is it was launched too early.,Dashen Bank,"['time', 'night', 'problem']","['has', 'improved', 'much', 'lately', 'its', 'working', 'more', 'getting', 'better', 'yet', 'not', 'fully', 'fixed', 'some', 'time', 'night', 'doesn', 'work', 'think', 'problem', 'launched', 'too', 'early']",0.0854,0.18,0.42000000000000004,positive
Dashen Bank Super App is the latest version of online banking system that is the gift from Dashen bank for us Thanks to Dashen,Dashen Bank,"['dashen', 'bank', 'super', 'version', 'online', 'banking', 'system', 'gift', 'dashen', 'bank', 'thanks']","['dashen', 'bank', 'super', 'latest', 'version', 'online', 'banking', 'system', 'gift', 'from', 'dashen', 'bank', 'for', 'thanks', 'dashen']",0.8658,0.3444444444444444,0.5888888888888889,positive
"i rarely leave reviews, but this app truely deserves one.it's efficient ,secure , reliable and makes fanancial tasks effortless.definitely 5 stars for this exceptional app",Dashen Bank,"['reviews', 'secure', 'tasks', 'stars']","['rarely', 'leave', 'reviews', 'truely', 'deserves', 'one', 'efficient', 'secure', 'reliable', 'makes', 'fanancial', 'tasks', 'effortless', 'definitely', 'stars', 'for', 'exceptional']",0.7829,0.4291666666666666,0.7875,positive
it's so boring,Dashen Bank,[],['boring'],-0.3804,-1.0,1.0,negative
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!",Dashen Bank,"['dashen', 'super', 'access', 'banking', 'services', 'money', 'transfer', 'bill', 'payment', 'balance', 'check', 'features', 'issues', 'design', 'step', 'banking', 'work', 'dashen', 'bank']","['dashen', 'super', 'impressive', 'fast', 'easy', 'use', 'provides', 'smooth', 'access', 'all', 'essential', 'banking', 'services', 'money', 'transfer', 'bill', 'payment', 'balance', 'check', 'other', 'features', 'work', 'efficiently', 'without', 'issues', 'design', 'clean', 'user', 'friendly', 'great', 'step', 'forward', 'digital', 'banking', 'keep', 'good', 'work', 'dashen', 'bank']",0.9722,0.3893939393939394,0.5750000000000001,positive
exceptional,Dashen Bank,[],['exceptional'],0.0,0.6666666666666666,1.0,neutral
worst app ever,Dashen Bank,[],"['worst', 'ever']",-0.6249,-1.0,1.0,negative
"Dashen, always two step ahead.",Dashen Bank,"['dashen', 'step']","['dashen', 'always', 'two', 'step', 'ahead']",0.0,0.0,0.0,neutral
"Please try to fix the barrier between other banks specially with ""Commercial bank of Ethiopia""",Dashen Bank,"['try', 'barrier', 'banks', 'bank', 'ethiopia']","['please', 'try', 'fix', 'barrier', 'between', 'other', 'banks', 'specially', 'with', 'commercial', 'bank', 'ethiopia']",0.2023,0.07738095238095238,0.31547619047619047,positive
betam kerfafa naw,Dashen Bank,"['betam', 'kerfafa', 'naw']","['betam', 'kerfafa', 'naw']",0.0,0.0,0.0,neutral
i am using,Dashen Bank,[],['using'],0.0,0.0,0.0,neutral
It is a wonderful App developed by a local talent. It deserves an appreciation. It will continue to evolve with new exciting features.,Dashen Bank,"['talent', 'appreciation', 'features']","['wonderful', 'developed', 'local', 'talent', 'deserves', 'appreciation', 'will', 'continue', 'evolve', 'with', 'new', 'exciting', 'features']",0.9186,0.30727272727272725,0.510909090909091,positive
wonderful app,Dashen Bank,[],['wonderful'],0.5719,1.0,1.0,positive
"i love the app it features are perfect, but it asks to update too many times to activate your need to visit a nearest branch and that takes time. other than that the app is great I like it",Dashen Bank,"['times', 'need', 'branch', 'time']","['love', 'features', 'perfect', 'asks', 'update', 'too', 'many', 'times', 'activate', 'your', 'need', 'visit', 'nearest', 'branch', 'takes', 'time', 'other', 'than', 'great', 'like']",0.9306,0.5349999999999999,0.645,positive
go ahead,Dashen Bank,[],['ahead'],0.0,0.0,0.0,neutral
👍,Dashen Bank,[],[],0.0,0.0,0.0,neutral
amzing,Dashen Bank,[],['amzing'],0.0,0.0,0.0,neutral
"not attractive and friendly app. Check Awash, CBE apps",Dashen Bank,"['check', 'awash', 'cbe', 'apps']","['not', 'attractive', 'friendly', 'check', 'awash', 'cbe', 'apps']",-0.6167,-0.012500000000000011,0.75,negative
"12yr more LC, UCP & ICC & loan",Dashen Bank,"['ucp', 'icc', 'loan']","['12yr', 'more', 'ucp', 'icc', 'loan']",0.0,0.5,0.5,neutral
"easy to use, friendly",Dashen Bank,[],"['easy', 'use', 'friendly']",0.7269,0.4041666666666667,0.6666666666666667,positive
best,Dashen Bank,[],['best'],0.6369,1.0,0.3,positive
Nice app,Dashen Bank,['nice'],['nice'],0.4215,0.6,1.0,positive
wooow,Dashen Bank,['wooow'],['wooow'],0.0,0.0,0.0,neutral
"Amazing app, 👏",Dashen Bank,['amazing'],['amazing'],0.5859,0.6000000000000001,0.9,positive
ok,Dashen Bank,[],[],0.296,0.5,0.5,positive
your financial system must improved,Dashen Bank,['system'],"['your', 'financial', 'system', 'must', 'improved']",0.4767,0.0,0.0,positive
it's good but is not fast,Dashen Bank,[],"['good', 'not', 'fast']",0.2382,0.3,0.6000000000000001,positive
your service is too good,Dashen Bank,['service'],"['your', 'service', 'too', 'good']",0.4404,0.7,0.6000000000000001,positive
good experience,Dashen Bank,['experience'],"['good', 'experience']",0.4404,0.7,0.6000000000000001,positive
NASTY BANK . EVEN THE SUPPER APP IS NOT WORKING WELL. WHEN I AM CALLING THEM THEY ARE NOT RESPONSE . PLEASE DON'T USE THIS APP BECAUSE YOU WILL LOSS YOU TIME ;ENERGY AND EVERYTHING . HOPELESS Bank .,Dashen Bank,"['nasty', 'bank', 'even', 'supper', 'not', 'working', 'well', 'when', 'them', 'not', 'response', 'please', ""n't"", 'because', 'time', 'energy', 'everything', 'hopeless', 'bank']","['nasty', 'bank', 'even', 'supper', 'not', 'working', 'well', 'when', 'calling', 'them', 'not', 'response', 'please', 'don', 'use', 'because', 'will', 'loss', 'time', 'energy', 'everything', 'hopeless', 'bank']",-0.9205,-1.0,1.0,negative
very nice app I have ever seen,Dashen Bank,[],"['nice', 'have', 'ever', 'seen']",0.4754,0.78,1.0,positive
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",Dashen Bank,"['super', 'disappointment', 'confusing', 'glitches', 'people', 'patience', 'bank', 'joke', 'apps']","['called', 'super', 'complete', 'disappointment', 'confusing', 'slow', 'full', 'glitches', 'honestly', 'feels', 'like', 'designed', 'test', 'people', 'patience', 'not', 'help', 'them', 'bank', 'calling', 'super', 'joke', 'one', 'most', 'useless', 'apps', 'ever', 'used']",-0.4312,0.05166666666666666,0.5083333333333333,negative
wow dashen bank super app,Dashen Bank,"['wow', 'bank', 'super']","['wow', 'dashen', 'bank', 'super']",0.8271,0.21666666666666667,0.8333333333333333,positive
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",Dashen Bank,['airtime'],"['excellent', 'use', 'perfectlly', 'pay', 'transfer', 'tele', 'airtime']",0.5719,1.0,1.0,positive
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",Dashen Bank,"['ui/ux', 'shame', 'tech', 'bank', 'amole']","['only', 'good', 'doesn', 'function', 'properly', 'shame', 'leading', 'tech', 'bank', 'has', 'such', 'amole', 'far', 'better']",0.1655,0.21666666666666665,0.6166666666666667,positive
thank you,Dashen Bank,['thank'],['thank'],0.3612,0.0,0.0,positive
system failure transfer to others account,Dashen Bank,"['system', 'failure', 'transfer', 'others']","['system', 'failure', 'transfer', 'others', 'account']",-0.5106,-0.31666666666666665,0.3,negative
I have had an amazing experience with this app;ot os convenient and easy to use,Dashen Bank,['experience'],"['have', 'had', 'amazing', 'experience', 'with', 'convenient', 'easy', 'use']",0.7717,0.5166666666666667,0.8666666666666667,positive
